"","X","Combo","Record","leadGram","gram"
"26120",469277,"decided to stay in",2,"decided to stay","in"
"26121",469285,"to stay in his",2,"to stay in","his"
"26122",469305,"sides of the atlantic",2,"sides of the","atlantic"
"26123",469314,"in new york was",2,"in new york","was"
"26124",469334,"like a way to",2,"like a way","to"
"26125",469396,"question is why did",2,"question is why","did"
"26126",469450,"as he does in",2,"as he does","in"
"26127",469523,"there are millions of",2,"there are millions","of"
"26128",469634,"i was thankful for",2,"i was thankful","for"
"26129",469640,"was thankful for the",2,"was thankful for","the"
"26130",469681,"is what is the",2,"is what is","the"
"26131",469706,"in other parts of",2,"in other parts","of"
"26132",469811,"all of us were",2,"all of us","were"
"26133",469881,"them the next day",2,"them the next","day"
"26134",469913,"and then continue to",2,"and then continue","to"
"26135",469935,"we had a family",2,"we had a","family"
"26136",469949,"but i think they",2,"but i think","they"
"26137",470028,"i knew if i",2,"i knew if","i"
"26138",470044,"realised that i was",2,"realised that i","was"
"26139",470046,"that i was the",2,"that i was","the"
"26140",470058,"know i had a",2,"know i had","a"
"26141",470062,"you know i had",2,"you know i","had"
"26142",470073,"but they were just",2,"but they were","just"
"26143",470167,"up and i told",2,"up and i","told"
"26144",470215,"so at the end",2,"so at the","end"
"26145",470276,"to purchase an additional",2,"to purchase an","additional"
"26146",470439,"now this is a",2,"now this is","a"
"26147",470538,"years we have been",2,"years we have","been"
"26148",470595,"me to be more",2,"me to be","more"
"26149",470605,"first time in about",2,"first time in","about"
"26150",470616,"get back into shape",2,"get back into","shape"
"26151",470621,"really want to get",2,"really want to","get"
"26152",470632,"me it is a",2,"me it is","a"
"26153",470703,"we need to try",2,"we need to","try"
"26154",470737,"for us to be",2,"for us to","be"
"26155",470816,"much as i wish",2,"much as i","wish"
"26156",470851,"for you when you",2,"for you when","you"
"26157",470910,"i decided i wanted",2,"i decided i","wanted"
"26158",470945,"running out of time",2,"running out of","time"
"26159",470958,"you can find a",2,"you can find","a"
"26160",470985,"cool would it be",2,"cool would it","be"
"26161",470986,"how cool would it",2,"how cool would","it"
"26162",470987,"in a place that",2,"in a place","that"
"26163",470995,"would it be to",2,"would it be","to"
"26164",471110,"you have to get",2,"you have to","get"
"26165",471139,"to finish up the",2,"to finish up","the"
"26166",471149,"it to my friend",2,"it to my","friend"
"26167",471196,"sew as much as",2,"sew as much","as"
"26168",471352,"two years we were",2,"two years we","were"
"26169",471431,"were able to find",2,"were able to","find"
"26170",471458,"in the osiris paintball",2,"in the osiris","paintball"
"26171",471515,"yes you get to",2,"yes you get","to"
"26172",471641,"the spreading of the",2,"the spreading of","the"
"26173",471731,"it was a total",2,"it was a","total"
"26174",471757,"it more than makes",2,"it more than","makes"
"26175",471759,"makes up for in",2,"makes up for","in"
"26176",471760,"more than makes up",2,"more than makes","up"
"26177",471761,"than makes up for",2,"than makes up","for"
"26178",471766,"but lets go with",2,"but lets go","with"
"26179",471834,"just have to share",2,"just have to","share"
"26180",471852,"it down to a",2,"it down to","a"
"26181",471916,"lucky as i am",2,"lucky as i","am"
"26182",471967,"but the good news",2,"but the good","news"
"26183",471990,"then comes the part",2,"then comes the","part"
"26184",472000,"worth it in the",2,"worth it in","the"
"26185",472001,"yes but it is",2,"yes but it","is"
"26186",472118,"we have such a",2,"we have such","a"
"26187",472132,"where i needed it",2,"where i needed","it"
"26188",472135,"but i did see",2,"but i did","see"
"26189",472140,"i did see a",2,"i did see","a"
"26190",472173,"well it was a",2,"well it was","a"
"26191",472179,"so i took it",2,"so i took","it"
"26192",472194,"the sound of a",2,"the sound of","a"
"26193",472243,"able to enjoy a",2,"able to enjoy","a"
"26194",472244,"be able to enjoy",2,"be able to","enjoy"
"26195",472267,"that every time i",2,"that every time","i"
"26196",472268,"time i saw a",2,"time i saw","a"
"26197",472325,"before they can be",2,"before they can","be"
"26198",472358,"really means is that",2,"really means is","that"
"26199",472363,"this really means is",2,"this really means","is"
"26200",472364,"what this really means",2,"what this really","means"
"26201",472369,"anyone that needs a",2,"anyone that needs","a"
"26202",472592,"i would be interested",2,"i would be","interested"
"26203",472613,"are finally starting to",2,"are finally starting","to"
"26204",472688,"be honest i think",2,"be honest i","think"
"26205",472705,"a week for the",2,"a week for","the"
"26206",472711,"week for the past",2,"week for the","past"
"26207",472739,"would be a happy",2,"would be a","happy"
"26208",472813,"went out to the",2,"went out to","the"
"26209",472892,"look down at my",2,"look down at","my"
"26210",472916,"i wonder what he",2,"i wonder what","he"
"26211",472954,"i dont know enough",2,"i dont know","enough"
"26212",472960,"need to learn more",2,"need to learn","more"
"26213",473175,"by myself and all",2,"by myself and","all"
"26214",473271,"for the last hour",2,"for the last","hour"
"26215",473397,"is another aspect of",2,"is another aspect","of"
"26216",473403,"could not afford to",2,"could not afford","to"
"26217",473404,"is it that the",2,"is it that","the"
"26218",473411,"to pay for their",2,"to pay for","their"
"26219",473503,"the energy of goodness",2,"the energy of","goodness"
"26220",473610,"the question is have",2,"the question is","have"
"26221",473615,"at the bus stop",2,"at the bus","stop"
"26222",473619,"by a group of",2,"by a group","of"
"26223",473676,"and said she was",2,"and said she","was"
"26224",473700,"she said that they",2,"she said that","they"
"26225",473777,"much more of a",2,"much more of","a"
"26226",473784,"i lost patience and",2,"i lost patience","and"
"26227",473803,"the origins of the",2,"the origins of","the"
"26228",473835,"can and can not",2,"can and can","not"
"26229",473838,"i am sick of",2,"i am sick","of"
"26230",473882,"in one sitting and",2,"in one sitting","and"
"26231",473891,"aspect of the book",2,"aspect of the","book"
"26232",473898,"of the book but",2,"of the book","but"
"26233",473971,"no longer going to",2,"no longer going","to"
"26234",474006,"savior of the world",2,"savior of the","world"
"26235",474035,"i sit here in",2,"i sit here","in"
"26236",474037,"sit here in the",2,"sit here in","the"
"26237",474136,"but for now im",2,"but for now","im"
"26238",474141,"im off to the",2,"im off to","the"
"26239",474143,"now im off to",2,"now im off","to"
"26240",474144,"off to the beach",2,"off to the","beach"
"26241",474261,"go home and have",2,"go home and","have"
"26242",474298,"is sure to be",2,"is sure to","be"
"26243",474332,"done with it all",2,"done with it","all"
"26244",474357,"work in the same",2,"work in the","same"
"26245",474572,"they will try to",2,"they will try","to"
"26246",474583,"as a reminder of",2,"as a reminder","of"
"26247",474598,"combination of the above",2,"combination of the","above"
"26248",474607,"some combination of the",2,"some combination of","the"
"26249",474629,"he could never be",2,"he could never","be"
"26250",474644,"him as he ran",2,"him as he","ran"
"26251",474657,"was glad to have",2,"was glad to","have"
"26252",474757,"not a matter of",2,"not a matter","of"
"26253",474779,"if you are attached",2,"if you are","attached"
"26254",474855,"her when she gets",2,"her when she","gets"
"26255",474864,"a big smile and",2,"a big smile","and"
"26256",474886,"as in the example",2,"as in the","example"
"26257",474950,"the first few days",2,"the first few","days"
"26258",474954,"get out of debt",2,"get out of","debt"
"26259",475087,"breakfast and then i",2,"breakfast and then","i"
"26260",475093,"we got up and",2,"we got up","and"
"26261",475129,"and a half of",2,"and a half","of"
"26262",475178,"be able to run",2,"be able to","run"
"26263",475182,"i would never be",2,"i would never","be"
"26264",475216,"i was left alone",2,"i was left","alone"
"26265",475218,"of a television set",2,"of a television","set"
"26266",475267,"in bed at night",2,"in bed at","night"
"26267",475272,"thinking what the hell",2,"thinking what the","hell"
"26268",475422,"that we were able",2,"that we were","able"
"26269",475475,"to the beach and",2,"to the beach","and"
"26270",475476,"am going to miss",2,"am going to","miss"
"26271",475514,"i have some really",2,"i have some","really"
"26272",475517,"miss my friends from",2,"miss my friends","from"
"26273",475556,"it doesnt hurt to",2,"it doesnt hurt","to"
"26274",475629,"going to do it",2,"going to do","it"
"26275",475724,"because i know i",2,"because i know","i"
"26276",475729,"i would never do",2,"i would never","do"
"26277",475735,"would never do this",2,"would never do","this"
"26278",475736,"and says i cant",2,"and says i","cant"
"26279",475741,"me and says i",2,"me and says","i"
"26280",475763,"it was really hard",2,"it was really","hard"
"26281",475791,"however there are also",2,"however there are","also"
"26282",475805,"it made him wish",2,"it made him","wish"
"26283",475807,"made him wish for",2,"made him wish","for"
"26284",475828,"it what you want",2,"it what you","want"
"26285",475862,"so i went back",2,"so i went","back"
"26286",475892,"i did find a",2,"i did find","a"
"26287",476005,"added a piece of",2,"added a piece","of"
"26288",476026,"for you to try",2,"for you to","try"
"26289",476034,"you to try out",2,"you to try","out"
"26290",476043,"that may happen to",2,"that may happen","to"
"26291",476047,"do what he sees",2,"do what he","sees"
"26292",476050,"he is learning to",2,"he is learning","to"
"26293",476056,"to do what he",2,"to do what","he"
"26294",476132,"i think a change",2,"i think a","change"
"26295",476145,"the other two are",2,"the other two","are"
"26296",476160,"but i dont care",2,"but i dont","care"
"26297",476174,"dont have to have",2,"dont have to","have"
"26298",476200,"blown away by the",2,"blown away by","the"
"26299",476210,"i put these in",2,"i put these","in"
"26300",476227,"was a very nice",2,"was a very","nice"
"26301",476229,"a small fraction of",2,"a small fraction","of"
"26302",476332,"chapter of our lives",2,"chapter of our","lives"
"26303",476335,"happy and excited for",2,"happy and excited","for"
"26304",476336,"new chapter of our",2,"new chapter of","our"
"26305",476386,"on but i think",2,"on but i","think"
"26306",476393,"went on but i",2,"went on but","i"
"26307",476416,"it was not just",2,"it was not","just"
"26308",476425,"it makes it very",2,"it makes it","very"
"26309",476464,"a good result for",2,"a good result","for"
"26310",476515,"out in the morning",2,"out in the","morning"
"26311",476612,"the us and canada",2,"the us and","canada"
"26312",476714,"me that i need",2,"me that i","need"
"26313",476720,"tells me that i",2,"tells me that","i"
"26314",476747,"a man who doesnt",2,"a man who","doesnt"
"26315",476760,"and insisted upon facing",2,"and insisted upon","facing"
"26316",476761,"be blindfolded and insisted",2,"be blindfolded and","insisted"
"26317",476762,"blindfolded and insisted upon",2,"blindfolded and insisted","upon"
"26318",476763,"death with open eyes",2,"death with open","eyes"
"26319",476764,"facing death with open",2,"facing death with","open"
"26320",476766,"insisted upon facing death",2,"insisted upon facing","death"
"26321",476767,"refused to be blindfolded",2,"refused to be","blindfolded"
"26322",476768,"to be blindfolded and",2,"to be blindfolded","and"
"26323",476769,"upon facing death with",2,"upon facing death","with"
"26324",476770,"allah and i bear",2,"allah and i","bear"
